question,answer_llm,answer_orig,document
What is the exact npx command needed to run the MCP Inspector?,"```bash
npx @modelcontextprotocol/inspector
```","To run the MCP Inspector, execute the following command in the terminal:

```bash
npx @modelcontextprotocol/inspector
```",42c7af7ed5
How can I execute the MCP Inspector using the command line?,"Run the MCP Inspector from the command line with:

```bash
npx @modelcontextprotocol/inspector
```","To run the MCP Inspector, execute the following command in the terminal:

```bash
npx @modelcontextprotocol/inspector
```",42c7af7ed5
"Why do I get `RuntimeError: Already running asyncio in this thread` when I call `asyncio.run(...)` in Jupyter, and what should I do instead?","Jupyter already has an asyncio event loop running in the kernel, so `asyncio.run(...)` tries to start a second loop and fails with:

```python
RuntimeError: Already running asyncio in this thread
```

In a notebook, you should **`await` the coroutine directly** instead of wrapping it with `asyncio.run()`:

```python
result = await main()
```

If you’re running the FastMCP server in the agents homework, use:

```python
await mcp.run_async()
```

And if the homework asks you to run the server, do that from a **terminal** with:

```bash
python weather_server.py
```","Jupyter already runs an event loop inside the kernel, so calling `asyncio.run(...)` blows up with:

```
RuntimeError: Already running asyncio in this thread
```

In a notebook cell, just `await` the coroutine directly — no wrapper needed:

```python
result = await main()
```

For the FastMCP server in the agents homework, use the async variant:

```python
await mcp.run_async()
```

Note: in the agents homework's ""run the server"" question, you're meant to start the MCP server from a terminal (`python weather_server.py`), not from inside the notebook.",7c4e1a3b58
"In a notebook cell, how can I execute an async function without wrapping it in `asyncio.run()`?","In a notebook cell, just `await` the async function directly:

```python
result = await main()
```

No `asyncio.run()` wrapper is needed in Jupyter.","Jupyter already runs an event loop inside the kernel, so calling `asyncio.run(...)` blows up with:

```
RuntimeError: Already running asyncio in this thread
```

In a notebook cell, just `await` the coroutine directly — no wrapper needed:

```python
result = await main()
```

For the FastMCP server in the agents homework, use the async variant:

```python
await mcp.run_async()
```

Note: in the agents homework's ""run the server"" question, you're meant to start the MCP server from a terminal (`python weather_server.py`), not from inside the notebook.",7c4e1a3b58
"For the FastMCP server in the agents homework, should I use `mcp.run_async()` or `asyncio.run(...)` inside Jupyter?","Use `await mcp.run_async()` inside Jupyter, not `asyncio.run(...)`.

`asyncio.run(...)` will raise `RuntimeError: Already running asyncio in this thread` because Jupyter already has an event loop running.","Jupyter already runs an event loop inside the kernel, so calling `asyncio.run(...)` blows up with:

```
RuntimeError: Already running asyncio in this thread
```

In a notebook cell, just `await` the coroutine directly — no wrapper needed:

```python
result = await main()
```

For the FastMCP server in the agents homework, use the async variant:

```python
await mcp.run_async()
```

Note: in the agents homework's ""run the server"" question, you're meant to start the MCP server from a terminal (`python weather_server.py`), not from inside the notebook.",7c4e1a3b58
"When the homework says to run the MCP server, am I supposed to start it from the notebook or from the terminal?","You should start the MCP server from the terminal, not from the notebook.

The context says the MCP Inspector is run with:

```bash
npx @modelcontextprotocol/inspector
```

and installation is also done in the terminal. If you want, I can also help you distinguish between running the server itself and running the inspector.","Jupyter already runs an event loop inside the kernel, so calling `asyncio.run(...)` blows up with:

```
RuntimeError: Already running asyncio in this thread
```

In a notebook cell, just `await` the coroutine directly — no wrapper needed:

```python
result = await main()
```

For the FastMCP server in the agents homework, use the async variant:

```python
await mcp.run_async()
```

Note: in the agents homework's ""run the server"" question, you're meant to start the MCP server from a terminal (`python weather_server.py`), not from inside the notebook.",7c4e1a3b58
What is the correct way to launch `weather_server.py` for the agents homework if I’m working in Jupyter?,"If you’re working in Jupyter, **don’t launch it from the notebook**. For the agents homework, the correct way is to start the MCP server from a **terminal** with:

```bash
python weather_server.py
```

If you’re inside a notebook and need to run the async server code directly, use:

```python
await mcp.run_async()
```

But for the homework’s “run the server” step, the expected method is the terminal command above.","Jupyter already runs an event loop inside the kernel, so calling `asyncio.run(...)` blows up with:

```
RuntimeError: Already running asyncio in this thread
```

In a notebook cell, just `await` the coroutine directly — no wrapper needed:

```python
result = await main()
```

For the FastMCP server in the agents homework, use the async variant:

```python
await mcp.run_async()
```

Note: in the agents homework's ""run the server"" question, you're meant to start the MCP server from a terminal (`python weather_server.py`), not from inside the notebook.",7c4e1a3b58
How do I connect to the MCP Server in the inspector?,Connect the inspector to your MCP Server using the **“Connect to the MCP Server”** option in the MCP Inspector UI.,"- Connect to the MCP Server

  <{IMAGE:image_1}>

- The inspector can list tools, templates, resources, and prompts from the MCP Server

  <{IMAGE:image_2}>

Reference:

[https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1](https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1)",9c2fd5451c
What can the MCP inspector show once it is connected to a server?,"Once connected to a server, the MCP Inspector can list **tools, templates, resources, and prompts** from the MCP Server.","- Connect to the MCP Server

  <{IMAGE:image_1}>

- The inspector can list tools, templates, resources, and prompts from the MCP Server

  <{IMAGE:image_2}>

Reference:

[https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1](https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1)",9c2fd5451c
"Can the inspector list tools, templates, resources, and prompts from an MCP Server?","Yes. The inspector can list tools, templates, resources, and prompts from the MCP Server.","- Connect to the MCP Server

  <{IMAGE:image_1}>

- The inspector can list tools, templates, resources, and prompts from the MCP Server

  <{IMAGE:image_2}>

Reference:

[https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1](https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1)",9c2fd5451c
Is there a guide for testing an MCP Server with MCP Inspector?,"Yes — there’s a reference guide for testing an MCP Server with MCP Inspector:

https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1

The context also notes that MCP Inspector can connect to the server and list tools, templates, resources, and prompts.","- Connect to the MCP Server

  <{IMAGE:image_1}>

- The inspector can list tools, templates, resources, and prompts from the MCP Server

  <{IMAGE:image_2}>

Reference:

[https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1](https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1)",9c2fd5451c
"After connecting to the MCP Server, what kinds of items can I inspect in it?","You can inspect **tools, templates, resources, and prompts** from the MCP Server.","- Connect to the MCP Server

  <{IMAGE:image_1}>

- The inspector can list tools, templates, resources, and prompts from the MCP Server

  <{IMAGE:image_2}>

Reference:

[https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1](https://medium.com/@anil.goyal0057/how-to-test-your-mcp-server-using-mcp-inspector-c873c417eec1)",9c2fd5451c
"Why do I get a ""RuntimeError: asyncio.run() cannot be called from a running event loop"" when I try this in a Jupyter notebook cell?","Because Jupyter notebooks already have a running asyncio event loop in the kernel. `asyncio.run()` tries to start a new event loop, which conflicts with the existing one, so you get:

```text
RuntimeError: asyncio.run() cannot be called from a running event loop
```

In a notebook cell, just `await` the coroutine directly:

```python
result = await main()
```

If you're trying to run the MCP server from the agents homework, use:

```python
await mcp.run_async()
```

And if the question is about starting the server, that should be done from a terminal (`python weather_server.py`), not from inside the notebook.","Jupyter notebooks already run an event loop in the main thread to handle asynchronous code. For this reason, when you try to call `asyncio.run()` inside a cell, you get the following error:

```plaintext
RuntimeError: asyncio.run() cannot be called from a running event loop
```

Instead of using `asyncio.run()`, simply use `await` directly in the notebook cell.

**Incorrect:**

```python
import asyncio

async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# This will cause the RuntimeError
result = asyncio.run(main())
```

**Correct:**

```python
async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# Use await directly
result = await main()
```

Jupyter notebooks automatically create an asyncio event loop when they start. Since `asyncio.run()` attempts to create a new event loop, it conflicts with the existing loop. By using `await` directly, you leverage the already running event loop.",f96fde1726
What should I use in a notebook instead of calling `asyncio.run(main())` for an async function?,"In a notebook, use:

```python
result = await main()
```

instead of `asyncio.run(main())`.","Jupyter notebooks already run an event loop in the main thread to handle asynchronous code. For this reason, when you try to call `asyncio.run()` inside a cell, you get the following error:

```plaintext
RuntimeError: asyncio.run() cannot be called from a running event loop
```

Instead of using `asyncio.run()`, simply use `await` directly in the notebook cell.

**Incorrect:**

```python
import asyncio

async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# This will cause the RuntimeError
result = asyncio.run(main())
```

**Correct:**

```python
async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# Use await directly
result = await main()
```

Jupyter notebooks automatically create an asyncio event loop when they start. Since `asyncio.run()` attempts to create a new event loop, it conflicts with the existing loop. By using `await` directly, you leverage the already running event loop.",f96fde1726
"Can I use `await main()` directly inside Jupyter, and why does that work when `asyncio.run()` fails?","Yes — in Jupyter you can use:

```python
result = await main()
```

That works because Jupyter already has an asyncio event loop running in the kernel. So your coroutine can be awaited directly.

`asyncio.run()` fails in Jupyter because it tries to start a new event loop, which conflicts with the one that is already running, causing:

```plaintext
RuntimeError: Already running asyncio in this thread
```

So the rule is:

- **In Jupyter notebook cells:** use `await main()`
- **Outside Jupyter, in a normal Python script:** `asyncio.run(main())` is fine","Jupyter notebooks already run an event loop in the main thread to handle asynchronous code. For this reason, when you try to call `asyncio.run()` inside a cell, you get the following error:

```plaintext
RuntimeError: asyncio.run() cannot be called from a running event loop
```

Instead of using `asyncio.run()`, simply use `await` directly in the notebook cell.

**Incorrect:**

```python
import asyncio

async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# This will cause the RuntimeError
result = asyncio.run(main())
```

**Correct:**

```python
async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# Use await directly
result = await main()
```

Jupyter notebooks automatically create an asyncio event loop when they start. Since `asyncio.run()` attempts to create a new event loop, it conflicts with the existing loop. By using `await` directly, you leverage the already running event loop.",f96fde1726
What is causing the event loop conflict in notebooks when I use `asyncio.run()`?,"Jupyter notebooks already have an asyncio event loop running in the kernel.  
So when you call `asyncio.run()`, it tries to start a new loop, which conflicts with the existing one and causes the event loop error.

In a notebook, use:

```python
result = await main()
```

instead of `asyncio.run(main())`.","Jupyter notebooks already run an event loop in the main thread to handle asynchronous code. For this reason, when you try to call `asyncio.run()` inside a cell, you get the following error:

```plaintext
RuntimeError: asyncio.run() cannot be called from a running event loop
```

Instead of using `asyncio.run()`, simply use `await` directly in the notebook cell.

**Incorrect:**

```python
import asyncio

async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# This will cause the RuntimeError
result = asyncio.run(main())
```

**Correct:**

```python
async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# Use await directly
result = await main()
```

Jupyter notebooks automatically create an asyncio event loop when they start. Since `asyncio.run()` attempts to create a new event loop, it conflicts with the existing loop. By using `await` directly, you leverage the already running event loop.",f96fde1726
How should I change my async code in a notebook so it works with the loop that Jupyter already started?,"In a notebook, don’t use `asyncio.run()` because Jupyter already has an event loop running.

Instead, call the coroutine with `await` directly:

```python
result = await main()
```

If you want, I can also show the exact before/after pattern for your code.","Jupyter notebooks already run an event loop in the main thread to handle asynchronous code. For this reason, when you try to call `asyncio.run()` inside a cell, you get the following error:

```plaintext
RuntimeError: asyncio.run() cannot be called from a running event loop
```

Instead of using `asyncio.run()`, simply use `await` directly in the notebook cell.

**Incorrect:**

```python
import asyncio

async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# This will cause the RuntimeError
result = asyncio.run(main())
```

**Correct:**

```python
async def main():
    async with Client(weather_server.mcp) as mcp_client:
        # your code here

# Use await directly
result = await main()
```

Jupyter notebooks automatically create an asyncio event loop when they start. Since `asyncio.run()` attempts to create a new event loop, it conflicts with the existing loop. By using `await` directly, you leverage the already running event loop.",f96fde1726
"How would you define embeddings in the context of vector search, and why are they useful for preserving meaning?","Embeddings are a way to convert text or other non-numerical data into numerical vectors while preserving meaning and context.

They’re useful in vector search because similar inputs should end up with similar vectors. That means items with related meanings are close together in vector space, so you can use mathematical similarity measures to find semantically related results, not just exact keyword matches.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why do similar pieces of non-numerical data produce nearby numerical representations after embedding?,"Because embeddings are designed to preserve meaning and context: similar non-numerical inputs are mapped by the embedding model to vectors that are close together in the vector space, so their numerical representations end up nearby.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings make it possible to use mathematical methods for semantic similarity between texts?,"Embeddings convert text into numerical vectors while preserving meaning and context. Once texts are represented as vectors, similar texts end up close together in vector space. That makes it possible to use mathematical methods like dot product or cosine similarity to measure semantic similarity between texts.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
What is the relationship between embeddings and the vector space model in machine learning?,"Embeddings are closely related to the **vector space model** because both represent text or other data as **vectors in a numerical space**.

In the context of machine learning, embeddings are a way to convert non-numerical data into numerical vectors while preserving meaning and context. This fits the vector space model idea: similar items should end up **close together in vector space**, which makes similarity search and other mathematical operations possible.

So, in short:

- **Embeddings** are the actual vector representations.
- The **vector space model** is the framework that treats data as points in a vector space so similarity can be computed mathematically.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
In what way are embeddings connected to dimensionality reduction when turning text or other data into numbers?,"Embeddings are related to dimensionality reduction because they turn text or other non-numerical data into a numerical vector representation that captures meaning and context in a lower-dimensional space. Similar inputs should produce similar vectors, which makes semantic comparison possible.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How should I change the `get_weather_tool` definition for Azure OpenAI if I get `Missing required parameter: 'tools[0].function'`?,"Modify `get_weather_tool` to include a nested `""function""` field like this:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
What JSON structure does Azure OpenAI expect for a function tool when using `get_weather`?,"Azure OpenAI expects this JSON structure for the `get_weather` function tool:

```json
{
  ""type"": ""function"",
  ""function"": {
    ""name"": ""get_weather"",
    ""description"": ""Get the current weather for a specific city or generate fake data"",
    ""parameters"": {
      ""type"": ""object"",
      ""properties"": {
        ""city"": {
          ""type"": ""string"",
          ""description"": ""The name of the city to get the weather for.""
        }
      },
      ""required"": [""city""],
      ""additionalProperties"": false
    }
  }
}
```","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
"If Azure OpenAI says `tools[0].function` is missing, what should the `get_weather_tool` object look like?","The `get_weather_tool` object should look like this:

```python
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
"How do I define the `get_weather` function schema with `name`, `description`, and `parameters` so the 400 error goes away?","Use this `get_weather` tool schema:

```python
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": False
        }
    }
}
```

This should remove the `Missing required parameter: 'tools[0].function'` 400 error.","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
What is the correct tool format for passing a city argument in `get_weather_tool` on Azure OpenAI?,"Use this Azure OpenAI tool format for `get_weather_tool`:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```","Modify the `get_weather_tool` JSON to be the following:

```json
get_weather_tool = {
    ""type"": ""function"",
    ""function"": {
        ""name"": ""get_weather"",
        ""description"": ""Get the current weather for a specific city or generate fake data"",
        ""parameters"": {
            ""type"": ""object"",
            ""properties"": {
                ""city"": {
                    ""type"": ""string"",
                    ""description"": ""The name of the city to get the weather for.""
                }
            },
            ""required"": [""city""],
            ""additionalProperties"": false
        }
    }
}
```",b9c7c6bb34
"Why did the lesson use .dot(...) straight away for similarity, instead of first normalizing the vectors?","The lesson used `.dot(...)` directly because it assumed the embeddings were already normalized to unit length. In that case, the dot product is the same as cosine similarity.

In the homework, the embeddings are not normalized by default, so you need to normalize them first if you want the dot product to represent cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
When is a dot product the same as cosine similarity for embeddings?,"A dot product is the same as cosine similarity when the embeddings are **normalized to unit length**. In that case, their magnitudes are 1, so the dot product equals the cosine of the angle between them.

If the embeddings are **not normalized**, then the dot product is **not** the same as cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why do we need to normalize vectors in the homework but not in the lesson examples?,"In the lesson, `.dot(...)` worked directly because the embeddings were assumed to already be normalized to unit length, so dot product equals cosine similarity.

In the homework, the embeddings from TF-IDF + SVD are not normalized by default, so you need to normalize them first; otherwise, the dot product is not the same as cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from model.encode(...) already unit-length, and how does that affect similarity calculation?","Yes — in the lesson, `model.encode(...)` embeddings are assumed to already be unit-length normalized.

That means:

- you can use `.dot(...)` directly,
- and the dot product is equivalent to cosine similarity.

So the similarity calculation is efficient because, with unit-length vectors, you don’t need to separately compute cosine similarity or normalize at query time.

For embeddings that are **not** already normalized, the dot product is **not** the same as cosine similarity unless you normalize them first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
What changes when using TF-IDF + SVD embeddings so that dot product is no longer enough?,"With TF-IDF + SVD embeddings, the vectors are **not normalized by default**, so their **magnitude matters**. Because of that, a plain dot product no longer equals cosine similarity.

So the change is:

- **Before**: embeddings were already unit-length, so `dot` = cosine similarity.
- **With TF-IDF + SVD**: embeddings need to be **manually normalized** first if you want cosine similarity; otherwise, dot product alone is not enough.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
How can I get rid of the warning about the `multi-qa-mpnet-base-dot-v1` model being made on sentence-transformers v3.0.0 beta?,"To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I install or upgrade if I keep seeing this sentence-transformers version warning?,"You should upgrade `sentence-transformers` to version `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a command I can run to suppress the model compatibility warning in Module 3 vector search?,"Yes — to suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need a newer `sentence-transformers` release to avoid the `multi-qa-mpnet-base-dot-v1` warning?,"Yes — to avoid that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What is the simplest fix for the beta-version warning from `multi-qa-mpnet-base-dot-v1`?,"Upgrade `sentence-transformers` to version `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"For vector search in this module, do we need to embed only the answer text, only the question, or both together?","There's no single right choice — the course says to treat it as an experiment.

You can embed:
- only the answer text,
- only the question,
- or question + answer together.

The best option is whichever gives the highest hit rate / MRR on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why does embedding the answer text alone sometimes work well for retrieval?,"Embedding the answer text alone can work well because the model captures **semantic similarity** between a user’s question and the answer content. So even if you index only the answer, a question with similar meaning can still retrieve it effectively.

","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
In what situation would embedding just the question be a good choice for vector search?,"Embedding just the question is a good choice when your user queries are similar to the indexed questions themselves. In other words, if your search input will look like the FAQ/question text, then question-only embeddings can work well.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
What are the trade-offs of combining the question and answer text into one embedding input?,"The trade-offs are:

- **Potentially better retrieval quality**: combining `question + text` is often the best option because it gives the embedding more context.
- **Longer input**: it makes the embedded text longer.
- **Slightly higher cost**: longer inputs usually mean more embedding compute and cost.

So the main trade-off is **better hit rate/MRR vs. more tokens and cost**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"How should I decide which embedding approach is best for my dataset, and what metric should I compare?","Choose the embedding approach by **testing the options on your own ground-truth set** and comparing their retrieval performance.

The course suggests comparing these approaches:

- **Answer only** (`text`)
- **Question only**
- **Question + text**

Then pick the one with the **best hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
